location_name	top_category	latitude	longitude
Crispy Basil Artisan Pizza Latham	Restaurants and Other Eating Places	42.736907	-73.761583
Hair by Kaylena	Personal Care Services	42.737205	-73.763594
Bob & Ron's Fish Fry	Restaurants and Other Eating Places	42.685038	-73.795296
Athleta	Clothing Stores	42.688427	-73.847912
DiNapoli Opticians	Health and Personal Care Stores	42.684378	-73.841074
Ferris Coin & Jewelry Co	Other Miscellaneous Store Retailers	42.723324	-73.799437
Homewood Suites by Hilton	Traveler Accommodation	42.687259	-73.852967
MGX Fitness	Other Amusement and Recreation Industries	42.691164	-73.868036
Lanie's Cafe	Restaurants and Other Eating Places	42.707591	-73.777188
Spare Time Latham	Other Amusement and Recreation Industries	42.745287	-73.750839
St Clare's Church	Religious Organizations	42.740092	-73.857478
Petco	Other Miscellaneous Store Retailers	42.736471	-73.764436
Miami Sun Tanning	Personal Care Services	42.678405	-73.828255
Cusato's Pizzeria	Restaurants and Other Eating Places	42.735665	-73.702096
Exxon Mobil	Gasoline Stations	42.689647	-73.80064
Beauty At Your Service	Personal Care Services	42.71867	-73.808161
Hometowne Pizzeria	Restaurants and Other Eating Places	42.772709	-73.701099
Cusato's Pizzeria	Restaurants and Other Eating Places	42.782535	-73.949551
The Edge Skate Sharpening & Profiling	Sporting Goods, Hobby, and Musical Instrument Stores	42.712663	-73.828122
Lipstik Beauty Lounge	Personal Care Services	42.702092	-73.817889
Apropos Prom & Bridal	Clothing Stores	42.690734	-73.866573
Enterprise Rent-A-Car	Automotive Equipment Rental and Leasing	42.792357	-73.916933
Reds Field	Other Amusement and Recreation Industries	42.71635	-73.705341
NexGen Indoor Golf Center	Other Amusement and Recreation Industries	42.770849	-73.82427
Play It Again Sports	Sporting Goods, Hobby, and Musical Instrument Stores	42.762281	-73.797747
Jean Paul Salon	Personal Care Services	42.727786	-73.761141
51Vape Schenectady	Other Miscellaneous Store Retailers	42.760703	-73.882386
Mobil	Gasoline Stations	42.70382	-73.816496
Maestro Barbershop	Personal Care Services	42.762334	-73.797559
Quality Inn	Traveler Accommodation	42.719299	-73.837097
Albany Hypnosis Center	Personal Care Services	42.744112	-73.837686
Gepettos Pizzeria and Catering	Restaurants and Other Eating Places	42.772436	-73.701242
Mavis Discount Tire	Automotive Repair and Maintenance	42.734151	-73.852524
Ada's Spirit Works	Other Motor Vehicle Dealers	42.755018	-73.874842
Heritage Baptist Church Of Latham	Religious Organizations	42.76649	-73.703212
