location_name	top_category	latitude	longitude
Gilead Lutheran Church ELCA	Religious Organizations	42.7077	-73.698021
Jersey Mike's	Restaurants and Other Eating Places	43.10403	-73.741044
All About Kids Enrichment Program Llc	Child Day Care Services	42.833849	-73.975742
Lucia	Clothing Stores	43.082548	-73.784448
Superior Merchandise Company	Office Supplies, Stationery, and Gift Stores	42.72805	-73.69006
Elevate Cycles	Sporting Goods, Hobby, and Musical Instrument Stores	42.838353	-73.738665
Everlasting Life COGIC	Religious Organizations	42.823334	-73.922725
Sunoco	Gasoline Stations	43.019857	-73.842234
Christopher & Banks	Clothing Stores	42.808276	-73.988429
Chipmunk Coffee & Tea	Restaurants and Other Eating Places	42.808272	-73.988139
Clifton Park Senior Center	Other Miscellaneous Store Retailers	42.861234	-73.818044
IHOP	Restaurants and Other Eating Places	42.863503	-73.777491
Stewart's Shops	Grocery Stores	42.71505	-73.693609
Cutworks	Personal Care Services	43.047344	-73.846871
Dehn's Flowers	Florists	43.083217	-73.792578
First United Methodist Church	Religious Organizations	42.622596	-73.836525
Turnpike Beverage	Beer, Wine, and Liquor Stores	42.62243	-73.738492
Esthetiques European Skin Care Clinique	Personal Care Services	43.081821	-73.784937
99 Cents City	General Merchandise Stores, including Warehouse Clubs and Supercenters	42.673458	-73.783
Waterford Beverage	Beer, Wine, and Liquor Stores	42.781924	-73.695289
Exxon Mobil	Gasoline Stations	42.808631	-73.915161
Walgreens	Health and Personal Care Stores	42.934985	-73.808898
Com One	Electronics and Appliance Stores	42.834349	-73.737696
Home Helpers	Home Health Care Services	42.682448	-73.790019
Ceo Family Resource Center	Child Day Care Services	42.736618	-73.684698
Capital Healthcare Associates	Home Health Care Services	42.677419	-73.691664
Best Pizza And Wings	Restaurants and Other Eating Places	42.742615	-73.64522
Jim's Tastee Freez	Restaurants and Other Eating Places	42.630949	-73.804985
Sally Beauty Supply	Health and Personal Care Stores	42.642463	-73.698365
Walmart	General Merchandise Stores, including Warehouse Clubs and Supercenters	42.841693	-73.944114
Nail Art	Personal Care Services	42.726845	-73.794958
Miss Scarlett	Clothing Stores	43.080647	-73.785003
Advanced Therapy Clifton Park	Child Day Care Services	42.87141	-73.819617
Dunkin'	Restaurants and Other Eating Places	43.123264	-73.768857
West Ave Pizzeria	Restaurants and Other Eating Places	43.078542	-73.805654
Cumberland Farms RD	Grocery Stores	43.045472	-73.849376
Walgreens	Health and Personal Care Stores	42.672217	-73.779829
Village Floral And Gifts	Florists	42.824654	-73.961049
Enterprise Rent-A-Car	Automotive Equipment Rental and Leasing	42.851804	-73.936374
Prime Wedding Dj's	Sporting Goods, Hobby, and Musical Instrument Stores	42.653013	-73.772906
National Bottle Museum	Museums, Historical Sites, and Similar Institutions	43.003115	-73.848576
David's Nail & Spa	Personal Care Services	42.745104	-73.641342
Church of God Propecy	Religious Organizations	42.659002	-73.779975
Serenity Garden	Health and Personal Care Stores	42.850182	-73.942312
Maria's Troy	Restaurants and Other Eating Places	42.737897	-73.686901
Clinical Prosthetics & Orthotics	Health and Personal Care Stores	42.654096	-73.782097
Gas Tank Renu	Automotive Repair and Maintenance	42.667115	-73.768066
