occupation	latitude	longitude	zipcode
AvadeanLewis_com_LLC	B	40.913491	-73.786066
Hennessey_Freda	C	40.930776	-73.749715
People's_United_Bank	C	40.990666	-73.823077
Memorial_Park	B	40.93515	-73.762191
Central_Hair_Salon	B	40.997237	-73.817572
Dent_Eraser	D	40.928895	-73.769564
Framed_by_the_Judge	C	40.912401	-73.808854
Groove_Performing_Arts	C	40.932473	-73.758311
Paul_L_Giotopoulos_DDS_Quaker_Ridge_Dental	A	40.948427	-73.792492
NoMa_Social	B	40.913953	-73.777824
Daniel_de_la_Torre_DDS	A	40.988031	-73.82494
Saxon_Woods_Golf_Course	B	40.983766	-73.760436
Mary_Ann_Liebert	A	40.913086	-73.778905
Thornton_Donovan_School	A	40.9332	-73.782083
Flourish_Baking_Company	B	40.977091	-73.804264
Peltown_Taxi	C	40.910822	-73.810119
Amys_Nails	B	40.920215	-73.8051
Allstate_Insurance	C	40.996957	-73.817138
Resourcive	A	40.919453	-73.804923
Wells_Fargo	C	40.929755	-73.750413
Rosenbaum_Maj_Britt_MD	A	40.92105	-73.755534
Shell_Oil	C	40.915773	-73.810097
Weinstein_Henry_C_MD	A	40.944585	-73.766325
Directions_In_Aging	B	40.947417	-73.795332
The_English_Group	A	40.930517	-73.762249
Hudson_Park_Bait_&_Tackle	C	40.907971	-73.770689
Trattoria_141	B	40.933116	-73.75905
Chase	C	40.93294	-73.758514
Fytt_4_Lyfe	B	40.905503	-73.8125
La_Greca_&_La_Greca	A	40.933782	-73.747872
BNZ_Group	C	40.976903	-73.80352
Minuteman_Press	E	40.946378	-73.79521
Proudian_Rugs	D	40.939869	-73.798261
Jolo's_Kitchen	B	40.916236	-73.785307
The_Fresh_Market	C	40.971524	-73.806178
Jc_Auto_Repairs	D	40.97693	-73.803942
Moringa_Revealed	B	40.912363	-73.782461
360_Business_Coach	A	40.988315	-73.80712
Shell_Oil	C	40.979878	-73.776324
John_Deer_Landscapes	D	40.932417	-73.764375
Mackler_Karen_MD	A	40.912493	-73.790501
Teri_B_Weinstock	A	40.9337	-73.758524
Body_&_Brain_Yoga_Tai_Chi	B	41.002005	-73.813748
Phenix_Salon_Suites	B	40.948762	-73.792064
Salon_Seventy_Six	B	40.906175	-73.777867
Bonnie_Briar_Country_Club	B	40.95313	-73.765866
Dunkin'	B	40.947403	-73.79533
Synergy_Business_Brokers	C	40.923378	-73.775205
Larchmont_Animal_Hospital	A	40.929724	-73.763089
Wykagyl_Svce_Sta	C	40.948298	-73.793087
Fromm_Tennis	B	40.935136	-73.769616
Applied_Behavioral_Interventions	A	40.909426	-73.779948
Julie_Alcee_BHHS_Westchester_Properties	C	40.988895	-73.806478
H_&_R_Bialy	B	40.947564	-73.794204
Nu_Mint_Nail_&_Spa	B	40.984479	-73.774643
Fjord_Fish_Market	C	40.932956	-73.759496
Starbucks	B	40.98443	-73.777035
Lisa_Petite_Nails	B	40.895857	-73.779816
MacInspires_Larchmont	A	40.932463	-73.759538
Great_Peking_Restaurant	B	40.915929	-73.807569
Stanley_W_Brownstein_DC	A	40.930525	-73.790062
The_Village_Vibe_Cafe	B	40.913997	-73.808645
Weekday_Nursery_School_United_Meth_Church	A	40.942827	-73.795159
Paramount_Paving	C	40.976388	-73.800156
Mikey_Dubb's_Frozen_Custard	B	40.945859	-73.795933
The_Children's_Place	C	40.969483	-73.806497
Julius_Michael_Scarsdale	B	40.990569	-73.807189
Clarence_E_Shelton_Jr_DDS	A	40.917949	-73.787583
Tranquility_Dental	A	40.91332	-73.789447
Vietnam's_Central	B	40.998321	-73.815178
Serenity_Nail_Salon	B	40.981637	-73.776541
D_&_D_Wine_And_Liquors	C	40.897432	-73.777507
Banana_Republic	C	40.970529	-73.805003
New_Roc	B	40.905246	-73.77475
Roma_Landscape	D	40.970216	-73.7829
Hillman_Linda_PHD	A	40.984812	-73.809076
Kristine_Provenzale_RE_MAX_Prime_Properties	C	40.985749	-73.808871
Palmer_Square_Shopping_Center	C	40.922415	-73.773212
North_End_Quality_Meats	C	40.976659	-73.802779
Stellman_Michael_R_Acsw	A	40.968413	-73.786228
New_Rochelle_High_School	A	40.930243	-73.793977
Rogalski_Lois_Dr_PHD	A	40.963321	-73.771981
PopoJito	B	40.99008	-73.80683
5th_&_Lincoln_Deli	B	40.915111	-73.807596
Hudson_Park_and_Beach	B	40.906054	-73.773669
Natural_Care_Of_Westchester	A	40.931001	-73.762038
Radiate_Yoga	B	40.911817	-73.812664
Rainbow_Shops	C	40.893119	-73.8196
Cozy_Nails	B	40.987187	-73.809846
E_shot_Cafe	B	40.9329	-73.759483
Mixology_Clothing_Scarsdale	C	40.989946	-73.806839
Holy_Trinity_Greek_Orthodox_Church	A	40.954192	-73.797979
Wash_Up_Xpress	E	40.895471	-73.779189
Hugeonot_Park	B	40.929659	-73.790595
Magic_Cuts_For_Kids	B	40.916675	-73.769662
Billy_Budd's_Pub	B	40.888436	-73.790023
The_Chipper_Truck_Cafe	B	40.915098	-73.807582
Cantina_Lobos	B	40.906552	-73.811653
New_Ro_Suds_Laundromat	E	40.908657	-73.779998
Pink_On_Palmer	A	40.933208	-73.759018
Shapiro_George_MD	A	40.970846	-73.80469
Alpha_Medical_Equipment	A	40.906298	-73.78771
Fairway_Market	C	40.891892	-73.820931
Artistic_Manner_Flower_Shop	C	40.906648	-73.811543
Phyllis_Jacobs_Sotheby's_International_Realty	C	40.931567	-73.75974
Ruffled_Feathers	C	40.986957	-73.810272
Larchmont_Public_Library	B	40.927621	-73.750663
BP	C	40.915542	-73.784657
Scherr_Martin_R_Dr_Poditrst	A	40.933421	-73.752409
GNC_(General_Nutrition_Centers)	A	40.891201	-73.821041
Sunoco	C	40.994313	-73.819709
Mendelsohn_Eric_PHD	A	40.920591	-73.76299
Police_Tutorial_Svc	A	40.976534	-73.803572
GMazza_Salon	B	41.000399	-73.814659
Style_Society_Barbershop_&_Salon	B	40.927353	-73.789573
Pediatric_Associates_of_Westchester	A	40.969422	-73.806026
One_River_School_of_Art_&_Design	C	40.92887	-73.750815
1st_Choice_Taxi	C	40.906463	-73.778171
New_Roc_Dental	A	40.911959	-73.782141
G_Bakery	E	40.907503	-73.779184
Lakeshore_Learning_Materials	C	40.991435	-73.821875
Boys_&_Girls_Club_Of_New_Rochelle	A	40.903076	-73.775221
Schwartzman_Tami_PC	A	41.006095	-73.811916
Echo_Bay_Service_Station	D	40.906775	-73.77388
Exterior_Measures	C	40.913161	-73.780586
Allstate_Insurance	C	40.920841	-73.787582
Arielle_Chassen_Jacobs_DMD	A	40.989394	-73.807269
Starbucks	B	40.926371	-73.786331
Storage_Pros	C	40.916855	-73.780432
Beauty_by_Dombrie	B	40.905845	-73.787118
Fishermans_Net_of_Pelham	B	40.918031	-73.804265
Saccone's_Pizzeria	B	40.909589	-73.798297
Scarsdale_Aesthetic_Medicine	B	40.988327	-73.807125
Murray_Schoen_&_Homer_Inc	C	40.906178	-73.777152
Alexander_Cox_DMD_FAGD_Scarsdale_Smiles	A	40.988497	-73.807015
Bernhardt_Bernard_MD	A	40.913549	-73.787873
Mash_Cigars_lounge	C	40.94617	-73.795215
The_Church_of_Jesus_Christ_of_Latter_day_Saints	A	40.90731	-73.777998
Gap	C	40.970619	-73.80485
Infinite_Yoga_Center	B	40.931772	-73.760107
Phillips_Elizabeth_A_MD	A	40.913554	-73.787881
Auto_Sound_Specialists	C	40.930996	-73.749624
Shell_Oil	C	40.98676	-73.80855
The_Salon_at_Westchester	B	40.975089	-73.802715
Smile_Dental_of_New_Rochelle	A	40.913501	-73.786074
Nicholas_Day_Spa_&_Salon	B	40.906831	-73.81148
The_Church_of_Jesus_Christ_of_Latter_day_Saints	A	40.991942	-73.795476
Rainbow_Fish_Market	C	40.909171	-73.780717
Mom's_Cigar_Warehouse	C	40.986732	-73.826257
Shore_Park	B	40.884606	-73.791519
Simply_the_Best	D	40.974383	-73.775382
Jackie_B's	B	40.988252	-73.809691
Kumon_Institute_of_Education	A	40.980658	-73.776564
Assisted_Transportation	E	40.978624	-73.805632
Brite_Avenue_Park	B	41.003592	-73.794122
Plushblow_Scarsdale	A	40.989273	-73.807301
RiskBlock	C	40.915216	-73.784265
Pelham_Animal_Hospital	A	40.91537	-73.808843
Larchmont_Nurseries_and_Greenhouses	D	40.924024	-73.758172
Wok_King	B	40.914959	-73.784565
New_Rochelle_Chiropractic	A	40.904646	-73.775172
Christian_Bros_Inst_St_Josephs	A	40.929152	-73.78869
Meyer_Parking_Organization	B	40.906917	-73.780873
X_Quisite_Flowers_and_Events	C	40.91982	-73.787102
Altman_Jill_P_MD_PC	A	40.978301	-73.786474
Knotz_Hair_Studio	B	40.914859	-73.772695
Dunkin'	B	40.923743	-73.788004
South_East_Asian_Cuisine	B	40.986872	-73.810308
The_Bar_Method	B	40.989024	-73.809537
For_Pet's_Sake_Grooming	C	40.914823	-73.77253
Librett_Real_Estate_Group	C	40.918585	-73.76697
Harold_C_Clark	A	40.916657	-73.795981
Martin_A_Rube_DDS	A	40.948104	-73.792758
Prowash_Express	D	40.905671	-73.788256
Shoppes_At_Eastchester_The	C	40.974712	-73.804052
Regal_Entertainment_Group	A	40.911935	-73.779552
Holy_Family_Church	A	40.923778	-73.791071
Staples	C	40.922095	-73.764606
