location_name	top_category	latitude	longitude
Lowe's,Building Material and Supplies Dealers,40.959783,-73.856568
Vision Care For Less,Health and Personal Care Stores,40.89591,-73.856265
Dunkin',Restaurants and Other Eating Places,40.920426,-73.861241
Sandbox Theatre,Motion Picture and Video Industries,40.951182,-73.741021
Halstead Alarm,Electronics and Appliance Stores,40.954965,-73.733932
Tpr Enterprises,General Merchandise Stores, including Warehouse Clubs and Supercenters,40.947833,-73.747012
Goose Bay I,Child Day Care Services,40.863156,-73.825288
MAC Cosmetics,Health and Personal Care Stores,40.928495,-73.855639
Hemlock Hill Farm,Specialty Food Stores,41.266371,-73.850266
Christ Church of Yonkers,Religious Organizations,40.932637,-73.89944
Spirit Stars Cheer and Tumble Center,Other Amusement and Recreation Industries,41.292456,-73.862229
Rite Aid,Health and Personal Care Stores,40.861763,-73.842725
Sal & Dom's Pastry Shop,Bakeries and Tortilla Manufacturing,40.865155,-73.855156
Food Universe Marketplace,Grocery Stores,40.886897,-73.860628
Yonkers Whiskey House,Restaurants and Other Eating Places,40.975083,-73.833976
Promptus Electronic Hardware,Electronics and Appliance Stores,40.899918,-73.821237
Nails by Flowers,Personal Care Services,40.891797,-73.858488
Square Bites,Restaurants and Other Eating Places,40.999311,-73.666177
Nor Bay Service Center,Automotive Repair and Maintenance,40.883169,-73.829036
Mosholu Montefiore Community Center Inc,Child Day Care Services,40.864193,-73.83657
NY Auto Boutique,Automotive Repair and Maintenance,40.95374,-73.72456
Westchester Bodyworks,Personal Care Services,40.958199,-73.718651
CubeSmart,Lessors of Real Estate,40.883293,-73.825764
Texas Chili,Restaurants and Other Eating Places,40.952945,-73.736531
Kimball Ave Service Center,Gasoline Stations,40.920879,-73.853911
