occupation	latitude	longitude	zipcode
Tai_Nails_&_Spa	B	40.947823	-73.875496	10701

Mavis_Discount_Tire	D	40.927891	-73.858112	10704

Boost_Mobile	C	40.88002	-73.838344	10469

Aéropostale	C	40.863671	-73.827375	10475

Cross_County_Car_Wash_&_Express_Lube	D	40.923887	-73.855609	10704

United_States_Postal_Service_(USPS)	C	40.892701	-73.858086	10466

Taco_Bell	B	40.995608	-73.671	10573

Ace_Hardware	C	41.0014	-73.662452	10573

Sazon_Peruana	B	41.002322	-73.66466	10573

Happy_and_Great_Home_Care_Service	B	40.887009	-73.848234	10466

Apple_Retail_Store	C	40.963733	-73.856641	10710

Duncan's_Carpentry_&_Millwork	C	40.908944	-73.850936	10550

Bath_&_Body_Works	A	40.927814	-73.852703	10704

Bank_of_America	C	40.904102	-73.867263	10704

Big_Joe_&_Sons_Tattooing	B	40.971351	-73.835138	10710

Uniqlo	C	40.963283	-73.855805	10710

Christ_Temple_Ministry_International_Inc	A	40.870716	-73.837894	10469

Professional_Internet_Marketing_Management	C	41.006426	-73.690249	10573

Century_21_Department_Stores	C	40.926256	-73.855306	10704

Atoms_Nova	B	40.964967	-73.85628	10710

Mike's_Auto_Repr	D	40.904469	-73.842779	10550

Praise_And_Worship_Deliverance_Church	A	40.883606	-73.855812	10469

Marshalls	C	40.868523	-73.829842	10475

Nichols_Playground	B	40.921403	-73.83973	10552

Boston_Rd_Medical_Associates	A	40.876597	-73.848517	10469

76	C	40.938936	-73.88424	10701

La_Colmenita	C	41.001605	-73.674639	10573

Plaza_Beauty_Supply	A	40.883932	-73.832119	10475

Divine_Architecture_and_Construction	C	40.872001	-73.829535	10475

Hand_and_Stone	B	40.951687	-73.735235	10543

New_York_City_Fire_Department_Battalion_15_Ladder_39_Engine_63	A	40.893051	-73.855318	10466

Chiropractic_Rehabilitation_Source	A	40.969868	-73.883333	10701

Ming_Chinese_Buffet	B	40.977359	-73.82913	10710

Hall_Arthur	A	40.870234	-73.859231	10469

Walter_Panas_High_School	A	41.279374	-73.858597	10567

The_Cruisers_Division	C	40.952122	-73.737404	10543

Shades_By_Shar	B	40.916008	-73.814645	10552

Joey'z_Home_&_Beyond	C	40.911014	-73.83662	10550

Shell_Oil	C	40.921862	-73.837517	10552

Panda_Restaurant	B	41.002671	-73.667078	10573

KetaMed_Health_&_Wellness	A	41.002396	-73.684188	10573

Salius_Kathleen_DDS	A	40.95818	-73.718667	10543

Baskin_Robbins	B	40.905218	-73.857897	10704

Skin_NY	B	41.003165	-73.68333	10573

BP	C	40.935166	-73.88572	10701

Bronx_River_Towing	C	40.906449	-73.858105	10704

DeCosta's_Restaurant	B	40.930869	-73.870695	10704

Pizza_Beat	B	40.985808	-73.826508	10710

Sook_&_Sook	B	40.883804	-73.833213	10475

Vision_Care_For_Less	A	40.89591	-73.856265	10466

Dunkin'	B	40.920426	-73.861241	10704

Fleetwood_Svce_Sta	D	40.922194	-73.847405	10704

Sandbox_Theatre	A	40.951123	-73.740861	10543

Halstead_Alarm	C	40.954965	-73.733932	10543

Tpr_Enterprises	E	40.947833	-73.747012	10543

Shore_Acres_Deli	C	40.952629	-73.72584	10543

Good_News_Release_Center	A	40.870971	-73.85829	10469

C_Town_Supermarkets	C	40.883685	-73.832688	10475

Life_Worship_Center_Church_Of_God_Of_Prophecy	A	40.871545	-73.835383	10469

El_Castillo_Restaurant_&_Grill	B	40.908158	-73.850446	10550

