category	latitude	longitude
K	40.98443	-73.777035
G	40.907978	-73.779453
CC	40.913545	-73.779513
G	40.909657	-73.791081
M	40.912257	-73.7839
CC	40.988497	-73.807015
V	40.918178	-73.772316
ER	40.9894	-73.807273
K	40.922553	-73.788335
ST	40.946863	-73.795258
ST	40.987168	-73.810242
V	40.90656	-73.784462
K	40.917259	-73.778421
ST	41.001704	-73.814019
K	40.924127	-73.788058
K	40.910751	-73.778174
SR	41.005703	-73.810613
ST	40.909142	-73.780357
SR	40.920909	-73.804755
K	40.931298	-73.761031
SR	40.919689	-73.805181
R	40.914879	-73.772578
CC	41.005347	-73.812499
CC	40.979545	-73.801459
ST	40.911144	-73.777715
K	40.925282	-73.788699
K	40.933725	-73.758332
ST	40.913316	-73.789463
ST	40.923308	-73.787967
K	40.906805	-73.783212
ER	40.981383	-73.776545
ST	40.991249	-73.822875
ER	40.985555	-73.808842
ST	40.990213	-73.823167
ST	40.989038	-73.807788
U	40.893887	-73.821369
R	40.909993	-73.780639
K	40.928949	-73.764781
M	40.915341	-73.807496
K	40.977871	-73.759183
U	40.98676	-73.80855
CC	40.989362	-73.807278
ER	40.988301	-73.809607
ER	40.910187	-73.782959
K	40.90961	-73.810954
ER	41.005852	-73.812011
M	40.973633	-73.803281
CC	40.930556	-73.762168
M	40.908197	-73.782383
SR	40.913493	-73.78606
K	40.908977	-73.781703
SR	40.981464	-73.776539
K	40.932221	-73.757655
K	40.923766	-73.788014
SR	40.979552	-73.80146
K	40.986895	-73.810357
K	40.920678	-73.787406
ST	40.903823	-73.779857
G	40.928363	-73.751991
K	40.909336	-73.794044
ER	40.907706	-73.769417
K	40.933235	-73.759128
R	40.93294	-73.758514
ER	40.905533	-73.812511
ER	40.949747	-73.776688
SR	40.933782	-73.747872
K	40.909018	-73.781684
ST	40.908602	-73.784202
CC	40.923293	-73.76023
ST	40.931761	-73.760128
CC	40.988041	-73.824918
ER	40.970368	-73.807208
K	40.906655	-73.77603
CC	40.913133	-73.790468
CC	40.905847	-73.787127
R	40.931201	-73.761761
G	40.890429	-73.817488
ST	40.926754	-73.7866
K	40.987529	-73.809848
SR	40.90594	-73.792697
SR	40.947225	-73.794021
ER	40.897142	-73.799485
G	40.903174	-73.789708
K	40.914703	-73.794649
K	40.896144	-73.77843
CC	40.989378	-73.807247
SR	40.935689	-73.770179
ER	40.931211	-73.745193
U	40.88735	-73.791279
CC	40.913987	-73.780412
SR	40.928244	-73.769465
ST	40.930198	-73.751453
CC	40.908931	-73.781
V	40.954192	-73.797979
SR	40.929854	-73.752147
K	40.918052	-73.786385
R	40.913618	-73.808769
R	41.000556	-73.819828
K	40.907682	-73.783873
SR	40.905659	-73.788266
CC	40.984812	-73.809076
U	40.948362	-73.793431
ST	40.921947	-73.764433
CC	41.006095	-73.811916
SR	40.906775	-73.77388
CC	40.913101	-73.790636
R	40.914821	-73.771306
G	40.989016	-73.824736
ER	40.976403	-73.803044
ER	40.911468	-73.779564
NN	40.912118	-73.786315
K	40.927245	-73.789528
WT	40.989308	-73.80715
G	40.895517	-73.779038
ST	40.890272	-73.818101
ER	40.972863	-73.809634
SR	40.977688	-73.809441
R	40.915216	-73.784265
SR	40.91537	-73.808843
M	40.976372	-73.800113
K	40.945733	-73.796134
ST	40.909626	-73.791709
M	40.892686	-73.818582
V	40.992977	-73.81846
ST	40.909197	-73.784032
M	40.94677	-73.795355
SR	40.920269	-73.76303
R	40.906156	-73.777186
ST	40.896045	-73.805008
K	40.99015	-73.806776
K	40.946748	-73.79442
CC	40.932808	-73.759701
SR	40.964481	-73.803297
SR	40.926887	-73.773163
SR	40.912725	-73.781721
K	40.908518	-73.783317
K	40.903145	-73.789749
ST	40.908709	-73.772088
ER	40.98979	-73.795109
ER	40.887457	-73.787557
CC	40.913226	-73.789411
U	40.896334	-73.778353
SR	40.931698	-73.749931
SR	40.912265	-73.775088
SR	40.895471	-73.779189
ER	40.913491	-73.786066
U	40.930789	-73.749713
ST	41.005736	-73.810532
K	40.97721	-73.803194
K	40.918031	-73.804265
ER	40.994283	-73.769091
CC	40.913102	-73.790651
U	40.919185	-73.766037
CC	40.976903	-73.803543
U	40.993052	-73.821088
CC	40.920591	-73.76299
SR	40.923952	-73.758677
ST	40.989108	-73.806597
R	40.9874	-73.808288
CC	40.986385	-73.77566
ER	40.91785	-73.788931
CC	40.932644	-73.750799
CC	40.988316	-73.807121
P	40.929851	-73.751107
CC	40.896679	-73.806
M	40.977837	-73.805472
K	40.908939	-73.783707
ER	40.916914	-73.746318
K	40.932359	-73.762859
SR	40.997499	-73.817651
K	40.922415	-73.787869
K	40.910934	-73.810471
ST	40.898821	-73.799039
ST	41.009682	-73.809182
ST	40.910159	-73.810591
ER	40.93832	-73.790744
R	40.917276	-73.806932
R	40.910768	-73.781995
V	40.983531	-73.807117
G	40.909396	-73.780569
K	40.980294	-73.776577
ER	40.916591	-73.749711
R	40.912996	-73.787518
ST	40.974389	-73.803871
G	40.909774	-73.788888
SR	40.91255	-73.775041
ST	40.989358	-73.807762
G	40.908678	-73.785274
ST	40.970985	-73.80672
K	40.94871	-73.792177
V	40.912757	-73.779498
ER	41.000994	-73.80782
V	40.941222	-73.756102
CC	40.961462	-73.778882
ER	40.913521	-73.786208
V	40.926649	-73.749764
ER	40.927399	-73.752262
M	40.889887	-73.817965
SR	40.89773	-73.770574
CC	40.979048	-73.807493
ST	40.908521	-73.782487
ER	40.979031	-73.807257
R	40.914539	-73.808334
ST	40.892628	-73.818355
ST	40.989165	-73.807225
K	40.89621	-73.778284
SR	40.918037	-73.768353
K	40.915036	-73.772223
ST	40.904744	-73.773702
CC	41.011059	-73.808408
CC	40.920788	-73.74941
CC	41.004314	-73.813183
ER	40.950449	-73.776625
ER	40.895408	-73.80576
SR	40.903646	-73.798009
ER	40.896112	-73.771898
ST	40.92861	-73.765001
ST	40.907948	-73.783411
EE	40.894285	-73.821264
CC	40.978715	-73.806137
ER	40.958855	-73.77886
ER	40.912815	-73.774688
ST	40.932252	-73.758064
ST	40.979542	-73.801452
K	40.900178	-73.787082
ST	40.922995	-73.772433
K	40.907827	-73.784063
MF	40.908894	-73.781194
ST	40.914194	-73.782752
G	40.990159	-73.807559
SR	40.897101	-73.786669
R	40.908334	-73.781827
V	40.916851	-73.780403
SR	40.98777	-73.809142
K	40.907444	-73.782269
ER	40.919389	-73.800784
K	40.915021	-73.772332
ST	40.914128	-73.782876
M	40.912479	-73.809301
SR	40.97798	-73.805974
K	40.905215	-73.774767
CC	40.995347	-73.818103
K	40.922116	-73.787866
M	40.912237	-73.783879
G	40.922096	-73.773946
SR	40.929297	-73.770698
ST	40.947362	-73.795306
X	40.998587	-73.816615
R	40.922024	-73.774035
K	40.989065	-73.808895
R	40.909054	-73.784147
M	40.903068	-73.77661
U	40.987377	-73.823962
R	40.990627	-73.80753
K	40.913621	-73.779315
V	40.981205	-73.798662
ST	40.89082	-73.820905
ST	40.971173	-73.806528
K	40.977192	-73.803215
M	40.912495	-73.809304
K	40.908821	-73.782673
ER	40.919543	-73.804864
G	40.913757	-73.784366
ST	40.994468	-73.819051
K	40.948484	-73.792555
K	40.91426	-73.794515
V	40.941391	-73.79365
K	40.914366	-73.773548
CC	41.005341	-73.812512
ST	40.913044	-73.789753
X	40.912826	-73.778836
CC	40.983026	-73.779117
ST	40.907194	-73.793915
ST	40.909116	-73.794851
AS	41.012542	-73.811894
M	40.915354	-73.807444
V	40.919889	-73.793793
R	40.932097	-73.758782
ST	40.890996	-73.821011
X	40.909268	-73.791746
K	40.989149	-73.809336
CC	40.972631	-73.794704
K	40.906899	-73.783239
CC	40.933245	-73.758366
K	40.907128	-73.78464
SR	40.892226	-73.776729
K	40.91182	-73.782316
SR	40.919939	-73.765985
K	40.906351	-73.811868
CC	40.98826	-73.806674
ST	40.92898	-73.751351
ST	40.946409	-73.795228
CC	40.96067	-73.795233
K	40.907118	-73.784648
CC	40.922729	-73.787555
CC	40.988317	-73.807137
ST	41.005192	-73.81261
ST	40.895979	-73.804569
CC	40.897397	-73.782154
M	40.97361	-73.80325
R	40.91493	-73.772621
ST	40.919024	-73.80514
ST	40.995133	-73.819872
CC	40.933298	-73.74888
CC	41.006056	-73.8119
G	40.997965	-73.816248
U	40.973699	-73.803873
SR	40.914953	-73.771242
ER	40.943875	-73.757692
R	40.99377	-73.819452
SR	40.935301	-73.756324
SR	40.993656	-73.820886
ER	40.896223	-73.806414
CC	40.988027	-73.82495
ST	40.915432	-73.807416
CC	40.93007	-73.762668
K	40.933791	-73.758211
K	40.908298	-73.781791
G	40.90578	-73.788664
ST	40.915174	-73.784623
SR	40.90004	-73.79083
K	40.989962	-73.807265
CC	40.988319	-73.807128
ST	40.90851	-73.784443
SR	40.918979	-73.76751
ER	40.993784	-73.757458
V	40.989674	-73.799996
ST	40.989684	-73.807567
V	40.910548	-73.782054
ER	40.992052	-73.811135
ER	40.998935	-73.814859
ST	40.969986	-73.805604
CC	40.970841	-73.804632
WT	40.902802	-73.789321
X	40.965308	-73.795629
K	40.98893	-73.806454
ST	40.912446	-73.808849
SR	40.90957	-73.796913
ST	40.988779	-73.807347
ST	40.992235	-73.822885
SR	40.915769	-73.788945
K	40.926881	-73.789517
M	40.978759	-73.806136
CC	40.929133	-73.750797
CC	40.970117	-73.785529
R	40.897121	-73.778065
CC	40.913616	-73.779306
SR	40.911861	-73.782424
K	40.928417	-73.751267
ST	40.887445	-73.787574
R	40.914407	-73.773345
SR	40.912685	-73.781606
MF	40.977048	-73.804282
R	40.929722	-73.750355
U	40.915773	-73.810097
SR	40.912501	-73.781519
K	40.938565	-73.746267
ST	41.007528	-73.809506
K	40.917538	-73.786156
P	40.985083	-73.777444
CC	40.948685	-73.792247
ER	40.894135	-73.789834
K	40.895919	-73.778669
ST	40.930876	-73.76174
K	40.990835	-73.823076
G	40.985704	-73.808922
CC	40.976868	-73.80219
K	40.916206	-73.785526
ST	40.89029	-73.818125
V	41.010912	-73.793111
ST	40.989935	-73.806895
CC	40.988045	-73.824926
ER	40.90259	-73.776752
M	40.922308	-73.765374
ST	40.914961	-73.807665
ER	40.947522	-73.833849
R	40.987799	-73.825111
K	40.905336	-73.774668
ST	40.913312	-73.789423
K	40.91973	-73.804647
ST	40.988315	-73.80712
WT	40.990004	-73.8072
K	40.90946	-73.794864
K	40.987106	-73.810231
ST	40.979535	-73.801459
CC	40.990018	-73.806325
M	40.918682	-73.806069
G	40.89701	-73.804413
K	40.933315	-73.759343
V	40.954193	-73.79798
ST	40.989941	-73.807039
CC	40.995374	-73.818101
V	40.975119	-73.775551
ST	40.912207	-73.780234
ER	40.985498	-73.810368
R	40.910912	-73.781916
ST	40.932928	-73.759453
K	40.905989	-73.785592
K	40.895901	-73.80526
SR	40.989081	-73.807439
ST	40.897188	-73.777785
ST	40.984672	-73.777718
ST	40.91007	-73.780194
R	40.89685	-73.804845
ER	40.917955	-73.776885
ER	40.931279	-73.761289
ER	40.975239	-73.754797
ER	40.908453	-73.8114
M	40.937383	-73.76228
R	40.989023	-73.809112
K	40.915122	-73.772167
K	40.946484	-73.795202
K	40.93845	-73.746392
K	40.914732	-73.78497
ER	40.921491	-73.764346
ST	40.990566	-73.823161
WT	40.915755	-73.808624
K	40.910124	-73.789555
CC	40.913501	-73.786074
ST	40.891281	-73.820988
R	40.910161	-73.79666
K	40.980539	-73.776533
ST	40.910042	-73.78017
K	40.908887	-73.771937
ST	40.939103	-73.745098
K	40.912843	-73.808623
K	40.888436	-73.790023
SR	41.005799	-73.787881
M	40.973032	-73.773581
M	40.894505	-73.817776
K	40.997021	-73.817748
K	40.915435	-73.771648
CC	40.988356	-73.807131
ER	40.906434	-73.784959
K	40.91116	-73.780844
X	40.911953	-73.782156
ER	40.943673	-73.796623
K	40.923939	-73.758699
CC	40.979203	-73.807962
K	40.910841	-73.778069
G	40.984426	-73.774859
MF	40.981354	-73.776542
ST	40.908063	-73.789857
K	40.902023	-73.789221
SR	40.984968	-73.81039
ST	40.991684	-73.823063
CC	41.002791	-73.782352
ST	40.908064	-73.789848
K	40.911677	-73.777424
K	40.946066	-73.795202
CC	40.926286	-73.803915
ST	40.98438	-73.777662
K	40.909347	-73.794159
ER	40.907957	-73.78227
K	40.910574	-73.78179
R	40.910569	-73.810406
WT	40.92268	-73.775996
K	40.906846	-73.785001
ER	40.933272	-73.80147
CC	40.929102	-73.769215
SR	40.93264	-73.748389
HH	40.978624	-73.805632
K	40.997187	-73.817602
ER	41.003798	-73.793907
K	40.90873	-73.782468
K	40.908655	-73.811405
SR	40.91059	-73.792279
ST	40.936151	-73.747674
U	40.929511	-73.763415
SR	40.988763	-73.824888
R	40.905873	-73.774154
K	40.909362	-73.781203
ST	40.928442	-73.752741
K	40.908362	-73.782664
CC	40.989366	-73.807286
V	40.988954	-73.807366
ST	40.914206	-73.784641
CC	40.913576	-73.787883
CC	40.917783	-73.787508
CC	40.93532	-73.756294
R	40.912056	-73.80899
K	40.984537	-73.777654
M	40.933132	-73.759083
MF	40.970543	-73.787294
U	40.985501	-73.81001
CC	40.987062	-73.824082
CC	40.906993	-73.779545
K	40.89109	-73.817187
ST	40.91727	-73.778388
ST	40.924447	-73.757317
ST	40.987525	-73.809815
SR	40.902861	-73.790338
SR	40.993792	-73.822639
ST	40.948441	-73.792545
ST	40.910919	-73.781948
K	40.99042	-73.80631
ST	41.005352	-73.812505
SR	40.947231	-73.795273
G	40.972255	-73.804977
SR	40.890272	-73.778408
ST	40.896529	-73.794535
SR	40.945807	-73.795099
M	40.927228	-73.781202
ER	40.994259	-73.797738
M	40.946375	-73.795236
K	40.979536	-73.801442
ER	40.989661	-73.805505
ST	40.976412	-73.804598
ER	40.885036	-73.783901
CC	40.99535	-73.8181
ER	40.932128	-73.7633
M	40.970847	-73.804712
V	40.899392	-73.78423
K	40.927388	-73.789705
G	40.985898	-73.810184
M	40.913133	-73.808435
G	40.985183	-73.774923
SR	40.929187	-73.751392
K	40.993072	-73.822097
ER	40.908571	-73.811432
ST	40.984111	-73.777601
ST	40.915528	-73.807373
K	40.933295	-73.759318
CC	40.974592	-73.803903
ST	40.93241	-73.759478
U	40.948438	-73.793145
M	40.98697	-73.784988
K	40.91433	-73.773802
U	40.977363	-73.80557
SR	40.920962	-73.787147
K	40.936228	-73.746751
SR	40.930838	-73.761689
K	40.910523	-73.780983
CC	40.930525	-73.790062
K	40.910811	-73.810196
CC	40.943219	-73.799729
K	40.913142	-73.808498
ST	40.890699	-73.821038
CC	40.988032	-73.824942
ST	40.969408	-73.806594
ER	40.999078	-73.771787
M	40.908384	-73.78271
K	40.900896	-73.793034
CC	41.015827	-73.78664
ST	40.937007	-73.747363
G	40.979557	-73.801446
SR	40.915443	-73.785112
SR	40.922731	-73.787778
M	40.909061	-73.780912
SR	40.904966	-73.797806
ST	40.926755	-73.786613
R	40.935404	-73.756285
ST	40.902233	-73.791848
ST	40.973435	-73.804256
G	40.925608	-73.788841
U	40.893998	-73.821447
K	40.927645	-73.752157
ST	40.989613	-73.807174
K	40.906201	-73.784839
ER	40.934307	-73.755178
CC	40.923211	-73.761665
M	40.908482	-73.781951
K	40.995009	-73.819978
K	40.973405	-73.80347
CC	40.946808	-73.795198
K	40.990529	-73.806596
V	40.910516	-73.782079
SR	40.988451	-73.809633
ST	40.900973	-73.791842
ER	40.908066	-73.811147
SR	40.905422	-73.812299
K	40.911144	-73.781054
V	40.929365	-73.769594
SR	40.913128	-73.808465
ST	40.913532	-73.781697
V	40.905536	-73.772329
CC	40.934647	-73.761629
SR	40.908393	-73.781846
K	40.920923	-73.787631
MF	40.909148	-73.783986
ST	40.988305	-73.797441
K	40.911058	-73.781153
ST	40.922187	-73.787841
SR	40.977217	-73.814911
V	40.988939	-73.807368
R	40.987202	-73.809814
WT	40.907789	-73.783692
K	40.99827	-73.815308
CC	40.917757	-73.787473
V	40.988139	-73.798876
ST	40.906797	-73.785411
ST	40.908368	-73.784545
V	40.895554	-73.805562
K	40.922486	-73.76175
ER	40.97955	-73.801463
ST	40.989623	-73.807157
SR	40.986467	-73.806888
SR	40.906743	-73.779702
U	40.919732	-73.788772
R	40.970658	-73.806169
M	40.907913	-73.782252
G	40.909277	-73.796
ST	40.906512	-73.786491
CC	40.913317	-73.789419
M	41.009415	-73.809507
K	40.931076	-73.761295
SR	40.915775	-73.810067
K	40.985239	-73.777289
U	40.917523	-73.786143
R	40.932858	-73.76185
ST	40.985776	-73.809993
ST	40.932167	-73.759624
SR	40.917027	-73.769461
K	40.908066	-73.779565
V	41.005942	-73.810074
X	40.913918	-73.777831
U	40.979964	-73.776409
G	40.985029	-73.777758
ST	40.919325	-73.766566
V	40.946895	-73.796801
SR	40.929237	-73.752496
CC	40.995303	-73.84004
G	40.921241	-73.788036
SR	40.935395	-73.758322
ER	40.911044	-73.779652
V	40.996544	-73.80371
ST	40.908244	-73.781726
SR	40.91789	-73.767839
CC	40.923621	-73.760781
K	40.908905	-73.782689
U	40.987547	-73.797237
MF	40.914398	-73.773268
SR	40.909523	-73.781022
ER	40.928189	-73.771726
K	40.929749	-73.751916
M	40.913108	-73.781097
SR	40.978178	-73.806349
SR	40.91099	-73.792503
M	40.995003	-73.819851
K	40.980716	-73.776547
CC	41.006087	-73.811909
ER	40.920356	-73.804915
CC	41.005318	-73.812493
ST	40.91663	-73.778573
SR	41.00454	-73.787905
P	40.99002	-73.806332
SR	40.903038	-73.791011
ST	40.928335	-73.751318
V	40.92648	-73.76776
R	41.00539	-73.812359
V	40.91549	-73.767832
K	40.901858	-73.790894
NN	40.927146	-73.770812
R	40.913608	-73.777269
U	40.908344	-73.811526
SR	40.92394	-73.758674
K	40.925666	-73.788886
SR	40.935319	-73.748374
K	40.932131	-73.757749
ST	40.94569	-73.79625
M	40.911852	-73.784286
ST	40.932461	-73.759579
WT	40.92816	-73.771486
U	40.904438	-73.787692
SR	40.902563	-73.790038
ER	40.985856	-73.809935
CC	41.005345	-73.812502
K	40.979547	-73.801462
R	40.921327	-73.788101
CC	40.932822	-73.749333
CC	40.934553	-73.790682
K	40.988927	-73.806466
M	40.890148	-73.817147
ST	40.916119	-73.770304
K	40.945787	-73.795093
V	40.914903	-73.794796
K	40.907133	-73.784671
ST	40.932638	-73.758794
ST	40.902488	-73.790211
CC	40.932837	-73.761839
R	40.996943	-73.817105
SR	40.919453	-73.804923
K	40.91141	-73.779189
SR	40.928936	-73.769591
ST	40.912401	-73.808854
CC	40.948427	-73.792492
K	40.913953	-73.777824
CC	40.937072	-73.747531
K	40.909382	-73.78367
MF	40.914763	-73.79464
K	40.911468	-73.784169
R	40.912952	-73.808586
R	40.932606	-73.762248
U	40.906497	-73.785795
SR	40.92657	-73.772062
ER	40.953769	-73.766531
K	40.910097	-73.790068
ST	40.907804	-73.779223
CC	40.921126	-73.788911
WT	40.925	-73.791289
ST	40.998535	-73.816116
ST	40.907681	-73.785468
K	40.98907	-73.809257
ER	40.946253	-73.795131
ST	40.970867	-73.804771
ER	40.931772	-73.760107
K	40.907229	-73.784473
G	40.917629	-73.803287
SR	40.913714	-73.774379
G	40.919997	-73.805247
SR	40.930425	-73.762092
K	40.91633	-73.810833
ST	40.920158	-73.764728
M	40.913199	-73.777323
ST	40.992203	-73.822814
CC	40.995388	-73.818135
V	40.989581	-73.799968
ER	41.00259	-73.833591
ST	40.907856	-73.782699
M	40.985756	-73.808847
K	40.993666	-73.819555
ST	40.909375	-73.79174
SR	40.909638	-73.811008
K	40.923572	-73.787923
SR	40.888435	-73.7905
ST	40.932347	-73.759516
ST	40.895666	-73.81764
CC	40.987806	-73.825084
R	40.90966	-73.78087
V	40.906969	-73.785929
CC	40.917949	-73.787583
K	40.927242	-73.789469
M	40.930414	-73.762094
ST	40.980459	-73.776521
ER	40.908069	-73.785784
H	40.988309	-73.807139
R	40.946331	-73.795264
ST	40.930054	-73.750787
MF	40.93206	-73.759681
K	40.947745	-73.794167
V	40.929642	-73.754575
ST	40.922711	-73.788372
V	40.928003	-73.751392
K	40.929682	-73.751768
K	40.931898	-73.759967
ST	40.891964	-73.821257
ER	40.935358	-73.761911
V	40.911081	-73.786032
K	40.910397	-73.780865
K	40.912432	-73.808872
ST	40.89174	-73.818127
K	40.946441	-73.795312
M	40.897141	-73.804179
K	40.918127	-73.767633
M	40.974821	-73.77339
K	40.985555	-73.810242
M	41.010458	-73.80837
ST	40.897323	-73.796067
SR	40.980142	-73.809972
MF	40.916066	-73.807517
ER	40.979921	-73.812674
K	40.908525	-73.783322
ST	40.93334	-73.75889
K	40.946801	-73.795405
CC	40.988058	-73.763749
ST	40.932071	-73.759856
CC	40.923398	-73.760289
M	40.908253	-73.782144
SR	40.982663	-73.81321
ST	40.984786	-73.777785
V	40.916956	-73.793896
ST	40.969399	-73.806611
K	40.911084	-73.781098
K	40.909438	-73.795096
U	40.918149	-73.806384
ER	40.91066	-73.782328
ST	40.933244	-73.758949
ST	40.930902	-73.760877
K	40.93179	-73.747811
R	40.906009	-73.785517
K	40.911211	-73.780875
K	40.914818	-73.772727
ST	40.976546	-73.803295
V	40.927263	-73.794185
G	40.9384	-73.746456
K	40.896286	-73.778262
CC	40.913411	-73.786196
V	40.950685	-73.778753
K	40.916968	-73.780684
K	40.910559	-73.781142
SR	40.899972	-73.812198
ST	41.006094	-73.811932
SR	40.994123	-73.811751
V	40.916717	-73.794566
SR	40.989633	-73.807613
R	40.978174	-73.806343
K	40.914932	-73.784543
CC	40.904685	-73.77516
V	40.929152	-73.78869
ST	40.914772	-73.785041
ST	40.892995	-73.817866
ER	40.909086	-73.811371
K	40.947003	-73.79556
SR	40.932462	-73.75954
ST	40.898294	-73.791992
ER	40.929841	-73.751098
K	40.928559	-73.75309
HH	40.908128	-73.772222
ST	40.976511	-73.80511
ST	40.935747	-73.747875
ST	40.947355	-73.795281
K	40.933603	-73.758686
M	40.936379	-73.748126
K	40.908687	-73.811316
ST	40.930996	-73.749624
CC	40.988352	-73.807103
K	40.984565	-73.777788
M	40.909396	-73.779961
CC	40.961466	-73.778875
K	40.918093	-73.76762
SR	40.924329	-73.759238
CC	40.969456	-73.806264
M	40.987097	-73.824194
ER	40.902417	-73.795629
K	40.907511	-73.782209
ST	41.004303	-73.813201
M	40.908256	-73.782126
K	40.98826	-73.809593
M	40.906208	-73.784788
SR	40.910261	-73.796216
SR	40.916118	-73.770389
CC	40.968413	-73.786228
CC	40.963321	-73.771981
SR	40.893098	-73.817728
SR	40.907019	-73.779509
WT	40.910653	-73.794058
ST	40.914891	-73.785024
ST	40.939107	-73.744926
SR	40.923456	-73.788013
ST	40.923937	-73.758168
ST	40.91131	-73.794613
K	40.908517	-73.779359
ER	41.005919	-73.810068
SR	40.931238	-73.761092
ST	41.006353	-73.811786
SR	40.90552	-73.793309
CC	40.987814	-73.825084
SR	40.915217	-73.770351
K	40.904337	-73.788377
ST	40.912647	-73.789995
CC	40.905271	-73.787378
CC	40.990589	-73.758951
ST	40.924202	-73.802341
K	40.908765	-73.782462
ST	40.988967	-73.807393
SR	40.977591	-73.774893
M	40.911055	-73.791326
ST	40.93349	-73.76143
X	40.97339	-73.802887
ER	40.916319	-73.810738
SR	40.929705	-73.763276
ST	40.958901	-73.772941
ST	40.930576	-73.762188
SR	40.914425	-73.782061
X	40.927278	-73.751542
CC	40.987791	-73.825098
K	40.891561	-73.81904
ST	40.997566	-73.817581
SR	41.005333	-73.812483
R	40.911025	-73.782104
ER	40.958294	-73.782347
CC	40.909338	-73.781956
K	40.924142	-73.788091
CC	40.979212	-73.807965
R	40.936979	-73.747592
ST	40.970034	-73.805836
CC	40.909542	-73.780177
ST	40.989962	-73.806902
K	40.907968	-73.782242
ER	40.928169	-73.771729
V	40.954202	-73.797976
SR	40.905967	-73.785603
ST	40.979545	-73.80145
ER	40.979883	-73.794969
ER	40.896172	-73.779482
P	40.946616	-73.794555
ST	40.989171	-73.807792
SR	40.889338	-73.78517
M	40.912903	-73.779161
HH	40.910954	-73.778025
K	40.987436	-73.80985
SR	40.915787	-73.810081
K	40.912741	-73.809217
R	40.933175	-73.758233
WT	40.930593	-73.76219
R	40.984534	-73.776753
V	40.919309	-73.786874
G	40.91462	-73.772724
K	40.908789	-73.782669
K	41.004618	-73.812779
K	40.92834	-73.772389
K	40.926658	-73.789393
K	40.907533	-73.779345
CC	41.006093	-73.811892
K	40.919374	-73.766586
CC	40.913355	-73.786269
K	40.975967	-73.802434
ER	40.904969	-73.787796
R	40.995146	-73.819861
SR	40.906112	-73.789796
K	40.987274	-73.8098
ST	40.984759	-73.777779
ST	40.914888	-73.772439
R	40.915463	-73.807815
ER	40.948673	-73.792428
CC	40.913148	-73.790337
ST	40.984836	-73.777726
CC	40.932252	-73.762461
U	40.915926	-73.810989
M	40.928713	-73.771245
U	40.930184	-73.750057
SR	40.939088	-73.744926
ST	40.913793	-73.78451
CC	40.927941	-73.752206
ST	40.921241	-73.788415
M	40.899501	-73.803845
K	40.931257	-73.761006
CC	40.905908	-73.787077
CC	40.926559	-73.773022
G	40.907987	-73.770674
ER	41.009223	-73.809488
R	40.902745	-73.79038
CC	40.926151	-73.753558
U	40.97631	-73.80227
K	40.986021	-73.810111
SR	40.928087	-73.7659
K	40.998324	-73.815272
ST	40.904002	-73.788794
CC	40.935338	-73.755881
R	40.920177	-73.776308
AS	40.911973	-73.780819
G	40.904311	-73.806471
SR	40.972899	-73.804554
CC	40.93371	-73.758452
MF	40.896011	-73.805148
SR	40.909424	-73.783741
SR	41.007629	-73.809379
CC	40.979553	-73.801445
ST	40.909399	-73.781211
CC	40.969458	-73.806235
G	40.929409	-73.752453
SR	40.897148	-73.792588
K	40.932378	-73.758143
K	40.945785	-73.795945
SR	40.925891	-73.77221
SR	40.99786	-73.789876
K	40.989947	-73.806761
K	40.922867	-73.788177
K	40.976729	-73.802709
ST	40.908427	-73.782517
CC	40.988161	-73.807333
R	40.910762	-73.780576
V	40.941697	-73.788883
K	40.913462	-73.773554
ST	40.908153	-73.782934
R	40.935306	-73.74713
U	40.915759	-73.810061
G	40.987414	-73.808298
CC	40.974567	-73.80394
SR	40.887373	-73.791346
K	40.923058	-73.788056
V	40.921924	-73.800322
K	40.922985	-73.76091
SR	40.977892	-73.805604
ST	40.975878	-73.80256
CC	41.002297	-73.813652
MF	40.946895	-73.795437
K	40.990488	-73.823062
U	40.913708	-73.776396
ST	40.989665	-73.807758
R	40.920846	-73.787536
CC	40.989394	-73.807269
ER	40.929217	-73.791158
ST	40.891916	-73.820758
SR	40.896434	-73.785375
G	40.891948	-73.820894
ST	40.912462	-73.8093
K	40.933427	-73.758779
M	40.988895	-73.806478
K	40.947562	-73.794204
V	40.954773	-73.796317
SR	40.9334	-73.749022
ER	41.013989	-73.782406
ST	40.909238	-73.780508
K	40.897101	-73.804201
ST	40.989997	-73.807274
MF	40.997177	-73.817666
ST	40.971972	-73.803835
MF	40.931045	-73.761218
ST	40.997283	-73.817515
ST	40.976659	-73.802779
K	40.97659	-73.802806
ST	40.974245	-73.803814
CC	40.913494	-73.786096
K	40.923647	-73.78792
X	40.911705	-73.809201
R	40.928521	-73.751199
M	40.908538	-73.799973
ST	40.91045	-73.78172
ER	40.990198	-73.823385
ST	40.919366	-73.764476
K	40.915048	-73.772297
G	40.97452	-73.802815
SR	40.948027	-73.793515
K	40.989358	-73.807302
ST	40.907766	-73.778513
M	40.914951	-73.785084
V	41.011655	-73.788069
M	40.906755	-73.811538
M	40.909073	-73.780902
ER	40.909753	-73.780918
ST	41.006078	-73.811923
ST	40.905236	-73.788822
CC	40.909559	-73.780198
ER	40.986557	-73.776752
CC	40.98936	-73.807268
CC	40.913309	-73.789438
K	40.909925	-73.788543
CC	40.922859	-73.772786
R	40.930806	-73.750341
K	40.914344	-73.773636
K	40.898674	-73.777799
