location_name	top_category	latitude	longitude
Walgreens,Health and Personal Care Stores,40.881152,-73.823744
Delicia,Restaurants and Other Eating Places,41.002873,-73.667579
Wakefield Paint Supply,Building Material and Supplies Dealers,40.897887,-73.854351
Rich Manor Park,Museums, Historical Sites, and Similar Institutions,41.021652,-73.677854
Saw Mill Auto,Automobile Dealers,40.948641,-73.879471
Pier 1 Imports,Furniture Stores,40.866882,-73.827577
First Church Of The Christ Mind Inc,Religious Organizations,40.899593,-73.835764
Burger King,Restaurants and Other Eating Places,40.900938,-73.820591
Grape N Grey,Personal Care Services,40.934788,-73.897708
Sportscar Painting,Automotive Repair and Maintenance,40.935886,-73.886248
Monkey Pod Games Factory Store,Sporting Goods, Hobby, and Musical Instrument Stores,40.954716,-73.734336
St Marks Episcopal Church,Religious Organizations,40.931062,-73.898992
Gothic Cabinet Craft,Furniture Stores,40.972644,-73.835483
Westchester Italian Bakery,Bakeries and Tortilla Manufacturing,40.954452,-73.738649
Westcop Port Chester Head Start Therapeutic,Child Day Care Services,41.00253,-73.669893
Old 7Th Ave Playground,Other Amusement and Recreation Industries,40.907787,-73.83836
D and C Nail Salon,Personal Care Services,40.982574,-73.82648
Kids Allowed Corp,Child Day Care Services,40.954829,-73.888595
Smile Bagel Deli,Grocery Stores,40.947972,-73.870649
Hudson Valley Hospital Center,General Medical and Surgical Hospitals,41.291185,-73.893767
I9 Sports,Child Day Care Services,40.866933,-73.850487
BP,Gasoline Stations,40.953881,-73.847364
McLean Deli & Food Center,Grocery Stores,40.901873,-73.863077
Stefanik Park,Museums, Historical Sites, and Similar Institutions,40.936882,-73.885701
Floral Fashions,Florists,40.996829,-73.663514
Joe's Fleetwood Pizzeria,Restaurants and Other Eating Places,40.926097,-73.836073
Imagination Factory,Sporting Goods, Hobby, and Musical Instrument Stores,40.867259,-73.843894
Mechanics,Automotive Repair and Maintenance,40.871641,-73.845018
Victory Karate & A S P Ps 103,Child Day Care Services,40.892473,-73.861942
Deja Vu Consignment,Used Merchandise Stores,41.00091,-73.662842
LEGOLAND Discovery Center,Other Amusement and Recreation Industries,40.966848,-73.857169
J B Auto Center,Automotive Repair and Maintenance,40.913879,-73.857168
Euro Eatery & Market,Grocery Stores,40.919632,-73.860432
The Woods Restaurant,Restaurants and Other Eating Places,41.319498,-73.892514
